date,600094.XSHG,600160.XSHG,600008.XSHG,600903.XSHG,000959.XSHE,600970.XSHG,002302.XSHE,600823.XSHG,002503.XSHE,600664.XSHG
2015-01-05,8.02,6.66,12.09,,4.31,13.8,15.4,15.38,18.9,8.68
2015-01-06,7.94,6.95,13.3,,4.25,13.38,15.09,14.72,18.64,8.68
2015-01-07,8.73,6.99,12.76,,4.27,13.25,15.07,14.75,19.3,8.68
2015-01-08,9.0,6.94,12.65,,4.19,12.72,14.65,14.07,21.23,8.68
2015-01-09,8.92,6.92,12.23,,4.16,12.59,14.5,14.13,20.56,8.68
2015-01-12,8.76,6.88,11.71,,3.92,12.25,14.25,13.99,20.0,8.68
2015-01-13,8.91,7.16,11.65,,3.9,12.26,14.49,14.01,21.0,8.68
2015-01-14,8.95,7.08,11.52,,3.84,12.28,14.13,14.34,20.91,8.68
2015-01-15,9.63,7.15,11.83,,3.96,12.6,14.4,14.83,20.78,8.68
2015-01-16,9.51,7.1,12.41,,3.97,12.61,14.48,14.57,21.12,8.68
2015-01-19,8.99,6.39,11.17,,3.6,11.35,13.61,13.11,21.35,8.68
2015-01-20,9.35,6.61,11.43,,3.72,11.63,14.21,13.46,22.08,8.68
2015-01-21,9.81,6.78,11.83,,3.95,12.1,14.42,14.12,23.0,8.68
2015-01-22,9.82,6.95,12.25,,3.95,12.1,14.52,14.37,22.62,8.68
2015-01-23,9.75,6.92,11.95,,3.94,12.1,14.36,14.59,22.59,8.68
2015-01-26,9.78,7.15,12.19,,4.07,12.1,14.55,14.73,22.39,8.68
2015-01-27,9.64,7.45,12.32,,4.06,12.1,14.67,14.12,22.58,8.68
2015-01-28,9.8,7.28,12.05,,3.97,12.1,15.15,14.05,22.43,8.68
2015-01-29,9.67,7.21,11.55,,3.95,12.35,14.82,13.75,22.42,8.68
2015-01-30,9.4,7.08,11.7,,3.92,11.76,14.27,14.09,22.2,8.68
2015-02-02,9.21,7.27,11.2,,3.81,11.16,14.29,14.22,22.3,8.68
2015-02-03,9.44,7.28,11.3,,3.84,11.35,14.43,14.58,23.0,8.68
2015-02-04,9.27,7.24,11.18,,4.11,11.33,14.15,14.79,23.45,8.68
2015-02-05,9.29,7.01,11.08,,3.9,11.14,13.96,14.39,23.34,8.68
2015-02-06,9.05,6.81,10.85,,3.87,10.82,13.8,13.85,22.3,8.68
2015-02-09,9.14,6.81,10.5,,3.86,10.94,13.91,13.94,21.8,8.68
2015-02-10,9.19,6.86,10.81,,3.88,11.36,14.06,13.96,21.86,8.68
2015-02-11,8.89,6.78,10.79,,3.86,11.29,13.95,13.92,21.99,8.68
2015-02-12,9.16,6.77,10.92,,3.87,11.41,14.16,14.37,21.68,8.68
2015-02-13,9.56,6.93,11.47,,3.96,11.56,14.33,14.45,22.08,8.68
2015-02-16,9.95,7.04,11.71,,4.0,11.72,14.5,14.45,22.2,8.68
2015-02-17,10.54,7.25,11.67,,4.05,11.76,14.47,15.9,22.02,9.12
2015-02-25,11.59,7.41,12.37,,4.06,12.25,14.49,16.32,21.98,9.78
2015-02-26,11.91,7.41,12.5,,4.09,13.24,14.91,16.43,22.27,9.68
2015-02-27,12.58,7.47,12.48,,4.1,13.28,15.03,16.45,23.3,9.74
2015-03-02,12.4,7.62,12.84,,4.18,13.32,15.17,16.46,23.3,9.99
2015-03-03,12.15,7.35,13.24,,4.06,12.84,15.01,15.69,23.3,9.56
2015-03-04,12.21,8.08,12.92,,4.07,12.94,15.48,15.68,23.3,9.93
2015-03-05,12.33,7.96,12.76,,4.03,12.78,15.44,16.0,23.3,9.94
2015-03-06,11.98,7.9,12.15,,4.18,12.78,15.41,15.61,23.3,10.04
2015-03-09,12.0,7.93,12.27,,4.35,13.28,15.82,15.94,23.3,9.86
2015-03-10,12.0,7.96,12.2,,4.27,13.13,15.8,15.68,23.3,9.79
2015-03-11,11.93,7.82,12.21,,4.27,12.85,15.89,15.66,25.63,9.44
2015-03-12,12.0,7.87,12.24,,4.34,12.82,15.75,15.88,26.74,9.39
2015-03-13,12.12,7.86,12.49,,4.34,12.99,15.87,15.99,26.07,9.45
2015-03-16,12.42,8.12,12.73,,4.37,13.35,16.36,16.3,26.29,9.59
2015-03-17,12.39,8.12,12.76,,4.43,14.52,16.7,16.24,26.06,9.88
2015-03-18,12.37,8.23,13.07,,4.71,14.65,16.73,16.55,25.66,10.02
2015-03-19,12.21,8.29,12.94,,4.69,15.39,16.87,16.48,25.55,9.87
2015-03-20,12.44,8.24,13.45,,4.63,15.32,16.76,17.24,26.03,10.0
2015-03-23,13.05,8.5,14.8,,4.9,16.52,16.87,17.71,26.0,10.11
2015-03-24,14.36,8.38,15.06,,5.02,16.19,16.43,17.6,25.2,9.92
2015-03-25,14.72,8.45,14.85,,4.86,15.5,16.7,18.62,25.0,10.09
2015-03-26,14.08,8.56,14.65,,4.84,15.5,16.45,18.32,25.19,10.08
2015-03-27,14.24,8.44,15.37,,4.8,16.18,16.61,19.25,25.53,10.44
2015-03-30,14.5,8.58,15.24,,4.87,16.88,18.27,20.44,25.75,10.41
2015-03-31,14.18,8.79,15.02,,4.98,16.26,19.12,19.83,25.01,10.29
2015-04-01,14.28,9.02,15.69,,4.99,16.36,21.03,19.97,25.35,10.49
2015-04-02,14.42,9.25,15.86,,5.09,16.28,23.13,20.01,27.35,10.41
2015-04-03,15.86,9.23,15.69,,5.6,15.99,23.79,19.72,27.35,10.37
2015-04-07,16.16,9.62,15.73,,5.58,16.63,24.47,20.12,27.4,10.93
2015-04-08,16.81,9.32,15.09,,5.47,16.31,23.39,20.15,28.3,10.83
2015-04-09,17.11,9.11,14.6,,5.49,15.55,23.46,21.02,26.97,11.24
2015-04-10,17.99,9.25,14.89,,5.55,15.76,23.31,20.8,27.35,11.31
2015-04-13,17.78,9.49,15.13,,5.56,16.09,23.63,21.52,29.44,11.79
2015-04-14,17.75,9.3,15.12,,5.66,16.43,25.99,20.84,31.0,11.52
2015-04-15,17.05,8.81,15.42,,5.46,17.03,26.55,19.93,28.68,10.91
2015-04-16,16.33,8.95,16.84,,5.47,16.94,25.5,20.21,30.0,11.11
2015-04-17,16.63,8.98,16.54,,5.56,17.51,26.83,20.53,30.21,11.0
2015-04-20,15.97,8.66,15.52,,5.49,18.09,27.91,19.69,28.5,10.5
2015-04-21,16.44,8.96,16.03,,5.79,17.88,27.91,20.33,29.37,10.85
2015-04-22,17.62,9.23,16.22,,6.15,18.4,27.91,20.81,29.69,11.13
2015-04-23,17.62,10.11,15.95,,6.15,18.2,27.91,20.63,29.11,11.06
2015-04-24,17.08,9.83,16.14,,6.15,17.47,27.91,20.03,28.69,10.96
2015-04-27,17.2,9.8,15.96,,6.15,18.39,27.91,20.23,28.81,11.1
2015-04-28,16.87,9.8,16.26,,6.15,17.58,27.91,21.25,27.98,10.63
2015-04-29,16.95,10.17,16.04,,6.15,17.71,27.91,22.34,28.55,10.92
2015-04-30,16.92,9.84,15.71,,6.15,17.77,27.91,22.18,28.69,10.69
2015-05-04,18.0,9.77,15.81,,6.15,17.77,27.91,21.97,28.89,10.76
2015-05-05,16.81,9.18,14.63,,6.15,17.77,27.91,20.49,27.69,10.3
2015-05-06,17.04,8.94,14.11,,6.15,17.77,27.91,19.76,26.67,10.38
2015-05-07,17.17,8.7,13.35,,6.15,17.77,27.91,19.76,26.7,10.01
2015-05-08,17.98,8.93,13.65,,6.15,17.77,27.91,20.18,28.04,10.27
2015-05-11,18.98,9.41,14.27,,6.15,17.77,27.91,20.61,28.86,10.57
2015-05-12,18.96,9.41,14.47,,6.15,17.77,27.91,20.54,28.37,10.61
2015-05-13,20.36,9.64,14.53,,6.15,17.77,27.91,21.05,28.32,10.97
2015-05-14,20.06,9.73,14.48,,6.15,17.77,27.91,20.92,29.33,10.99
2015-05-15,20.13,9.31,13.84,,6.15,17.77,27.91,19.85,14.23,10.75
2015-05-18,20.24,9.24,14.41,,6.15,17.77,27.91,19.85,13.67,11.41
2015-05-19,20.62,9.57,14.59,,6.15,17.77,27.91,20.62,14.21,11.56
2015-05-20,20.1,9.72,14.75,,6.15,17.77,27.91,20.97,15.63,11.35
2015-05-21,20.69,10.23,15.36,,6.15,17.77,27.91,21.79,16.72,11.59
2015-05-22,22.6,10.75,16.04,,6.15,17.77,27.91,22.3,16.3,11.85
2015-05-25,24.77,11.18,16.19,,6.15,17.77,27.91,22.97,16.57,12.54
2015-05-26,24.93,11.16,16.73,,6.15,17.77,27.91,23.23,18.23,12.6
2015-05-27,24.3,11.21,17.15,,6.15,17.77,27.91,22.59,19.8,12.82
2015-05-28,22.41,11.17,15.44,,6.15,17.77,27.91,20.41,18.02,11.78
2015-05-29,22.91,10.91,14.86,,6.15,17.77,27.91,21.3,18.0,12.21
2015-06-01,23.05,11.83,15.42,,6.15,19.5,27.91,23.43,18.95,12.94
2015-06-02,23.48,12.09,16.0,,6.15,21.45,27.91,25.61,20.85,13.74
2015-06-03,25.83,11.74,16.41,,6.15,21.11,27.91,26.84,21.47,13.41
2015-06-04,25.35,11.39,16.65,,6.15,20.15,27.91,17.07,21.31,13.3
2015-06-05,26.65,11.92,17.38,,6.15,21.37,30.59,17.2,21.77,13.58
2015-06-08,27.1,13.1,18.89,,6.15,20.51,29.9,16.8,20.31,13.56
2015-06-09,27.13,12.97,17.97,,6.15,19.93,27.5,16.94,18.72,13.29
2015-06-10,26.49,13.23,17.97,,6.15,20.22,27.73,17.45,19.13,13.35
2015-06-11,26.18,13.77,19.57,,6.15,20.79,27.76,17.65,18.98,14.69
2015-06-12,26.88,13.75,19.02,,6.15,21.13,27.12,17.73,20.55,15.57
2015-06-15,25.69,13.09,18.18,,6.15,21.85,26.17,16.76,20.99,16.76
2015-06-16,23.93,12.28,17.71,,6.15,20.09,24.61,16.42,20.45,16.42
2015-06-17,24.36,13.33,18.1,,6.15,20.15,25.05,16.6,21.95,16.88
2015-06-18,23.14,12.88,18.46,,6.15,19.76,25.3,15.97,21.3,15.94
2015-06-19,22.05,11.59,17.03,,6.15,17.78,23.1,14.37,21.05,14.35
2015-06-23,20.75,11.74,17.24,,6.15,17.72,22.81,14.24,23.05,14.09
2015-06-24,20.85,12.69,18.0,,6.15,18.39,23.48,14.54,24.0,14.51
2015-06-25,20.25,12.01,17.07,,6.15,16.9,23.6,13.61,24.09,13.71
2015-06-26,20.25,10.81,15.36,,6.15,15.21,21.24,12.66,21.68,12.34
2015-06-29,20.25,10.34,13.82,,6.15,13.69,19.12,12.25,19.51,11.11
2015-06-30,20.25,11.02,14.35,,6.15,14.62,20.31,13.03,18.88,12.04
2015-07-01,20.25,10.44,12.92,,6.15,13.5,18.28,12.19,18.84,11.4
2015-07-02,20.25,9.42,11.63,,6.15,12.15,16.45,10.98,18.84,11.28
2015-07-03,20.25,8.48,10.47,,6.15,11.09,16.2,10.01,18.84,11.1
2015-07-06,20.25,7.91,9.43,,6.15,10.86,16.57,11.01,18.84,11.19
2015-07-07,20.25,7.12,8.5,,6.15,9.77,14.91,11.03,18.84,10.07
2015-07-08,20.25,7.12,7.79,,6.15,8.79,14.7,11.21,18.84,9.23
2015-07-09,20.25,7.12,8.57,,6.15,9.67,16.17,12.33,18.84,10.15
2015-07-10,20.25,7.12,9.43,,6.15,10.64,17.79,13.56,18.84,11.17
2015-07-13,20.25,7.83,10.37,,6.15,11.7,19.57,14.36,18.84,11.17
2015-07-14,20.25,8.61,11.41,,6.15,12.65,18.5,13.09,18.84,11.17
2015-07-15,20.25,7.75,10.27,,6.15,11.39,16.65,11.78,18.84,11.17
2015-07-16,20.25,7.99,10.56,,6.15,11.99,17.34,12.4,18.84,11.17
2015-07-17,20.25,8.63,11.43,,6.15,12.81,18.39,12.94,18.84,11.17
2015-07-20,20.25,8.85,11.44,,6.15,12.91,18.5,12.8,18.84,11.17
2015-07-21,20.25,9.22,11.51,,6.15,13.28,19.06,12.71,18.84,12.29
2015-07-22,20.25,9.51,11.68,,6.15,13.67,19.97,12.82,18.84,13.04
2015-07-23,20.25,10.09,12.16,,6.15,13.8,20.12,13.17,18.84,13.25
2015-07-24,20.25,9.97,12.38,,6.15,13.38,18.87,12.65,18.84,12.99
2015-07-27,20.25,10.05,11.14,,6.15,12.04,16.98,11.39,18.84,11.69
2015-07-28,20.25,10.52,10.26,,6.15,11.23,16.39,11.37,18.84,11.89
2015-07-29,20.25,11.54,11.27,,6.15,12.12,17.83,11.81,18.84,12.33
2015-07-30,20.25,12.03,10.83,,6.15,11.99,17.03,11.3,18.84,11.56
2015-07-31,20.25,11.81,10.96,,6.15,12.05,16.87,11.21,18.84,11.81
2015-08-03,20.25,11.84,11.28,,6.15,11.74,17.11,11.65,18.84,12.14
2015-08-04,20.25,12.13,12.0,,6.15,12.72,18.82,12.07,18.84,12.53
2015-08-05,18.23,13.02,11.6,,6.15,12.9,19.0,11.68,18.84,12.12
2015-08-06,16.41,12.91,11.28,,6.15,12.48,18.79,11.38,18.84,11.88
2015-08-07,15.95,13.16,11.65,,6.15,12.86,19.3,11.69,18.84,12.25
2015-08-10,16.58,14.26,12.34,,6.15,14.15,20.17,12.28,18.84,13.48
2015-08-11,15.92,15.68,12.38,,6.15,14.61,19.76,12.48,18.84,14.38
2015-08-12,16.02,15.61,12.27,,6.15,16.07,19.17,12.29,18.84,13.51
2015-08-13,16.15,17.17,12.49,,6.15,16.84,20.33,12.79,18.84,13.58
2015-08-14,16.43,17.17,12.54,,6.15,17.97,20.78,12.79,18.84,13.54
2015-08-17,17.61,17.17,12.84,,6.15,18.55,22.86,13.04,20.41,13.56
2015-08-18,15.85,17.17,11.56,,6.15,16.7,22.01,11.74,18.37,12.65
2015-08-19,15.58,17.17,11.72,,6.15,16.45,24.21,11.98,19.3,13.42
2015-08-20,14.7,17.17,10.86,,6.15,16.45,23.48,11.52,18.61,12.75
2015-08-21,13.23,17.17,10.08,,6.15,16.45,21.5,11.84,16.75,12.54
2015-08-24,11.91,17.17,9.07,,6.15,16.45,19.35,10.66,15.08,11.29
2015-08-25,10.72,15.45,8.16,,6.15,16.45,17.42,9.59,13.57,10.16
2015-08-26,9.65,13.91,8.19,,6.15,16.45,15.68,9.34,12.21,9.54
2015-08-27,9.66,12.52,8.74,,6.15,16.45,15.28,9.75,12.0,9.96
2015-08-28,10.54,13.67,9.49,,6.15,16.01,16.81,10.38,12.7,10.67
2015-08-31,9.49,12.3,9.56,,6.15,14.41,17.1,9.96,11.43,10.85
2015-09-01,8.54,11.07,9.43,,6.15,12.97,15.39,9.73,10.29,9.89
2015-09-02,7.97,9.98,9.52,,6.15,11.67,13.88,10.31,10.08,10.88
2015-09-07,8.18,10.38,9.21,,6.15,10.84,14.21,10.15,10.19,10.67
2015-09-08,9.0,10.58,9.65,,5.53,11.06,15.63,10.5,10.58,10.9
2015-09-09,9.57,11.56,9.93,,4.98,11.5,16.5,10.73,10.92,10.77
2015-09-10,9.02,12.7,9.47,,4.48,11.29,16.46,10.34,10.31,10.55
2015-09-11,9.36,13.89,9.59,,4.27,11.41,17.8,10.83,11.34,10.68
2015-09-14,8.42,12.78,8.66,,3.95,10.29,16.02,10.26,11.3,10.03
2015-09-15,7.78,11.5,8.27,,3.86,9.26,15.4,9.48,10.17,9.86
2015-09-16,8.56,12.65,9.04,,4.12,10.06,16.94,10.22,10.96,10.68
2015-09-17,8.19,13.11,8.69,,3.85,9.59,16.45,9.87,10.45,10.11
2015-09-18,8.23,14.0,8.9,,3.9,9.77,16.43,9.94,10.45,10.14
2015-09-21,8.58,13.74,9.1,,3.94,10.22,17.02,10.2,10.72,10.34
2015-09-22,8.76,14.64,9.16,,3.99,11.24,17.22,10.28,11.79,10.56
2015-09-23,8.33,13.71,8.96,,3.83,10.86,17.01,9.93,11.21,10.25
2015-09-24,8.85,13.91,9.09,,3.89,11.03,17.16,10.06,11.58,10.4
2015-09-25,8.33,12.85,9.21,,3.87,10.16,16.55,9.82,10.58,10.29
2015-09-28,8.51,12.81,9.11,,3.94,10.39,16.17,10.15,10.75,10.4
2015-09-29,8.05,11.92,8.8,,3.82,10.0,15.35,9.87,10.54,10.3
2015-09-30,7.94,12.29,8.81,,3.85,10.07,15.08,9.97,10.51,10.28
2015-10-08,8.27,12.53,9.15,,3.95,10.69,15.6,10.36,10.99,10.66
2015-10-09,8.58,12.19,9.33,,3.94,10.94,16.15,10.4,11.21,10.75
2015-10-12,9.14,12.54,9.79,,4.06,11.51,17.03,10.82,11.93,11.22
2015-10-13,9.47,13.79,9.87,,3.97,11.54,17.18,10.99,12.1,11.07
2015-10-14,9.29,13.64,9.58,,3.93,11.2,16.92,10.68,11.8,10.99
2015-10-15,9.77,14.1,9.97,,3.96,11.74,17.49,10.96,12.98,11.18
2015-10-16,9.96,14.01,10.97,,4.0,11.91,18.14,11.42,13.3,11.3
2015-10-19,9.81,13.81,11.45,,3.95,12.11,17.32,11.22,13.41,11.08
2015-10-20,10.12,14.51,11.33,,3.97,12.59,17.81,11.34,14.07,11.18
2015-10-21,9.11,13.06,10.23,,3.75,11.53,16.04,10.54,12.66,10.96
2015-10-22,9.6,13.3,10.78,,3.79,12.25,16.42,10.86,13.05,11.65
2015-10-23,10.56,13.33,11.3,,3.8,12.51,16.76,11.21,13.06,11.74
2015-10-26,10.75,13.81,11.15,,3.78,12.56,17.21,11.27,13.19,11.98
2015-10-27,10.55,14.57,11.0,,3.71,12.38,17.02,11.22,12.93,11.84
2015-10-28,10.28,13.59,10.97,,3.71,11.9,18.72,11.05,12.45,11.45
2015-10-29,10.27,13.49,10.99,,3.7,11.95,18.68,11.24,12.67,11.55
2015-10-30,10.27,13.41,10.87,,3.64,11.82,18.16,11.35,12.85,11.73
2015-11-02,9.73,13.03,10.5,,3.55,11.62,18.9,10.94,12.92,11.6
2015-11-03,9.74,12.62,10.58,,3.54,11.69,18.39,10.83,13.13,11.54
2015-11-04,10.42,13.31,11.15,,3.66,12.38,19.07,11.29,13.69,11.98
2015-11-05,10.51,13.18,11.21,,3.77,12.9,19.65,11.52,13.4,12.1
2015-11-06,10.96,13.61,11.38,,3.77,13.23,19.74,11.77,13.74,12.34
2015-11-09,11.72,13.98,11.31,,3.82,13.17,19.5,11.94,13.72,12.52
2015-11-10,11.67,14.09,11.05,,3.81,12.9,19.85,11.86,13.85,12.98
2015-11-11,12.0,14.44,11.25,,3.94,13.03,20.23,11.99,13.89,13.16
2015-11-12,11.61,15.88,11.09,,3.85,13.4,20.52,11.74,13.64,13.73
2015-11-13,11.16,17.47,10.82,,3.75,12.81,19.3,11.68,15.0,12.01
2015-11-16,11.67,17.48,11.18,,3.77,12.99,19.18,11.73,15.92,12.08
2015-11-17,11.38,17.31,11.34,,3.78,13.43,18.89,11.87,16.07,12.0
2015-11-18,11.42,17.01,10.86,,3.72,12.92,18.56,12.29,15.1,12.01
2015-11-19,11.68,17.48,11.17,,3.78,13.09,19.07,12.28,16.32,12.03
2015-11-20,11.78,17.62,11.2,,3.76,13.15,19.25,12.21,17.35,12.23
2015-11-23,11.41,19.38,10.97,,3.74,13.17,19.23,12.47,16.42,11.87
2015-11-24,11.38,19.69,10.99,,3.72,13.34,19.19,12.3,16.37,11.98
2015-11-25,11.55,19.78,11.07,,3.75,13.65,19.62,12.24,16.71,12.07
2015-11-26,12.71,18.49,11.14,,3.74,13.23,19.48,12.18,15.97,11.99
2015-11-27,11.62,16.95,10.38,,3.51,12.2,17.53,11.52,14.57,11.31
2015-11-30,11.44,18.06,10.54,,3.56,12.06,17.18,11.68,14.31,11.31
2015-12-01,11.44,18.0,10.77,,3.53,12.13,17.25,12.41,14.69,11.46
2015-12-02,11.44,19.8,10.71,,3.7,12.44,17.7,12.85,14.48,11.77
2015-12-03,12.11,20.51,10.77,,3.71,12.46,17.96,12.95,14.78,11.96
2015-12-04,12.37,20.41,10.51,,3.66,12.14,17.58,12.58,14.76,12.04
2015-12-07,12.06,20.77,10.58,,3.67,12.15,18.05,12.55,14.8,11.99
2015-12-08,11.62,20.12,10.4,,3.56,11.56,17.24,12.03,14.04,11.81
2015-12-09,11.7,19.92,10.16,,3.64,11.48,17.05,12.19,13.85,11.72
2015-12-10,11.67,20.32,10.11,,3.66,11.37,16.87,11.91,13.87,11.73
2015-12-11,10.93,19.35,10.1,,3.58,11.26,16.67,11.83,14.0,11.6
2015-12-14,11.01,20.48,10.33,,3.66,11.7,17.3,12.13,14.25,11.76
2015-12-15,11.03,21.13,10.38,,3.67,11.57,17.61,12.36,15.68,11.89
2015-12-16,10.9,21.77,10.37,,3.65,11.58,17.44,12.24,15.71,11.83
2015-12-17,11.48,21.96,10.53,,3.76,11.86,17.86,12.87,16.21,12.32
2015-12-18,11.32,22.08,10.53,,3.75,11.91,17.9,12.72,16.23,12.36
2015-12-21,11.41,21.86,10.64,,3.82,12.42,18.0,13.04,16.3,12.65
2015-12-22,11.52,23.16,10.62,,3.85,12.55,18.22,12.98,16.41,12.43
2015-12-23,11.23,22.92,10.68,,3.78,12.56,18.16,13.09,16.78,12.15
2015-12-24,11.01,23.05,10.69,,3.86,12.69,17.8,12.7,16.21,12.22
2015-12-25,11.14,22.94,10.75,,3.85,12.88,17.92,12.66,16.2,12.21
