date,600094.XSHG,600160.XSHG,600008.XSHG,600903.XSHG,000959.XSHE,600970.XSHG,002302.XSHE,600823.XSHG,002503.XSHE,600664.XSHG
2018-02-01,7.16,11.2,5.0,24.67,6.16,10.47,14.37,5.69,5.39,5.81
2018-02-02,7.18,11.01,5.05,24.31,6.33,11.15,14.8,5.61,5.03,5.81
2018-02-05,7.14,11.56,5.02,23.84,6.42,11.32,16.28,5.75,5.03,5.81
2018-02-06,6.88,10.95,4.62,24.3,6.18,10.19,16.12,5.39,4.99,5.81
2018-02-07,6.9,11.01,4.64,24.48,6.13,9.75,15.72,5.29,4.99,5.81
2018-02-08,7.01,10.8,4.69,23.53,5.92,9.86,15.3,5.3,4.99,5.81
2018-02-09,6.88,9.96,4.44,21.18,5.36,9.16,14.16,5.0,4.9,5.81
2018-02-12,7.01,10.18,4.5,21.42,5.35,9.23,14.85,5.06,4.97,5.81
2018-02-13,7.0,10.37,4.6,20.07,5.35,9.37,14.7,5.09,4.98,5.81
2018-02-14,7.04,10.31,4.64,18.77,5.49,9.41,14.78,5.08,5.02,5.81
2018-02-22,7.09,10.57,4.87,19.35,5.61,9.61,15.65,5.28,5.11,5.81
2018-02-23,7.07,10.91,4.93,21.29,5.72,9.78,15.65,5.3,5.12,5.81
2018-02-26,7.09,12.0,5.04,23.42,5.82,10.0,16.0,5.34,5.18,5.81
2018-02-27,7.05,12.3,4.96,25.76,5.76,9.77,16.0,5.27,5.25,5.31
2018-02-28,7.08,12.44,4.97,25.76,5.74,9.7,15.72,5.3,5.25,5.05
2018-03-01,7.0,12.63,4.97,28.34,5.77,9.77,15.85,5.23,5.42,5.25
2018-03-02,7.07,12.52,5.01,28.57,5.59,9.54,16.22,5.14,5.35,5.28
2018-03-05,7.0,12.57,4.98,29.54,5.59,9.38,15.98,5.11,5.35,5.27
2018-03-06,7.08,12.76,5.06,28.72,5.72,9.86,16.18,5.26,5.38,5.24
2018-03-07,7.21,12.55,4.98,31.59,5.73,9.64,16.22,5.17,5.28,5.23
2018-03-08,7.21,12.59,5.3,34.75,5.74,9.76,16.54,5.25,5.42,5.23
2018-03-09,7.27,12.25,5.24,33.34,5.68,9.95,16.47,5.24,5.51,5.24
2018-03-12,7.3,13.03,5.25,33.76,5.65,10.0,16.78,5.24,5.66,5.33
2018-03-13,7.31,12.61,5.17,32.93,5.58,9.88,17.5,5.29,5.78,5.32
2018-03-14,7.3,12.62,5.12,33.48,5.59,10.06,17.27,5.25,5.6,5.34
2018-03-15,7.27,12.58,5.13,30.15,5.52,10.27,16.47,5.22,5.54,5.26
2018-03-16,7.29,12.44,5.06,28.9,5.49,10.07,16.32,5.17,5.37,5.29
2018-03-19,7.27,12.57,5.1,29.19,5.32,9.91,16.42,5.09,5.19,5.33
2018-03-20,7.25,12.4,5.11,32.11,5.32,9.88,16.27,5.08,5.19,5.37
2018-03-21,7.24,12.91,5.11,33.12,5.25,9.94,15.84,5.08,5.02,5.31
2018-03-22,7.29,13.06,5.12,32.22,5.26,9.55,15.73,5.12,4.95,5.3
2018-03-23,7.02,11.75,5.12,29.0,4.78,8.66,14.45,4.83,4.75,5.08
2018-03-26,7.31,11.98,5.15,31.9,4.65,8.82,14.91,4.86,4.86,5.15
2018-03-27,7.38,12.16,5.19,31.63,4.79,8.99,15.39,4.92,5.14,5.2
2018-03-28,7.24,11.61,5.33,30.71,4.78,8.8,15.3,4.92,4.98,5.16
2018-03-29,7.33,11.89,5.26,30.88,4.94,9.01,15.49,5.07,5.01,5.22
2018-03-30,7.24,11.93,5.35,30.52,4.94,8.94,15.5,5.01,4.97,5.21
2018-04-02,7.25,11.81,5.23,29.52,4.86,8.82,15.42,5.08,4.82,5.18
2018-04-03,7.28,11.61,5.1,32.47,4.72,8.55,14.99,5.03,4.76,5.14
2018-04-04,7.24,11.49,5.01,31.28,4.71,8.47,15.39,4.98,4.72,5.27
2018-04-09,7.04,11.32,4.97,30.99,4.67,8.34,15.61,4.94,4.75,5.23
2018-04-10,7.08,11.57,5.02,31.91,4.77,8.72,15.71,5.04,4.67,5.29
2018-04-11,7.05,11.5,5.03,31.49,4.75,8.75,15.57,5.12,4.67,5.28
2018-04-12,7.07,11.32,4.96,30.58,4.63,8.63,15.2,5.08,4.57,5.27
2018-04-13,7.02,11.32,4.92,30.29,4.63,8.6,15.77,5.05,4.63,5.25
2018-04-16,7.01,10.87,4.93,29.86,4.51,8.43,15.28,4.92,4.55,5.28
2018-04-17,7.01,10.61,4.88,28.76,4.49,8.33,14.8,4.88,4.5,5.22
2018-04-18,7.03,10.99,4.85,29.0,4.46,8.3,14.9,4.9,4.49,5.29
2018-04-19,7.04,11.31,4.94,28.45,4.47,8.34,14.92,4.89,4.49,5.28
2018-04-20,6.93,10.88,4.97,26.89,4.32,7.99,14.51,4.8,4.43,5.26
2018-04-23,6.87,11.04,4.94,26.06,4.27,7.99,14.42,4.81,4.33,5.26
2018-04-24,7.0,11.41,4.96,27.13,4.4,8.22,14.73,4.93,4.37,5.32
2018-04-25,6.95,11.35,4.9,26.9,4.45,8.2,14.59,4.88,4.36,5.42
2018-04-26,6.85,11.1,4.9,25.54,4.33,8.05,14.21,4.8,4.26,5.39
2018-04-27,6.89,11.28,4.92,25.59,4.29,8.02,14.24,4.77,4.25,5.47
2018-05-02,6.78,11.46,4.87,25.71,4.29,8.1,14.38,4.75,4.24,5.6
2018-05-03,6.74,11.7,4.84,26.79,4.33,8.17,14.36,4.78,4.16,5.51
2018-05-04,6.66,11.55,4.84,25.78,4.23,8.07,14.5,4.77,4.13,4.91
2018-05-07,6.67,11.83,4.88,26.16,4.26,8.19,14.59,4.88,4.15,5.01
2018-05-08,6.7,11.8,4.93,28.78,4.3,8.25,14.58,4.9,4.45,4.99
2018-05-09,6.65,11.63,4.95,27.83,4.27,8.54,14.68,4.92,4.33,4.94
2018-05-10,6.62,11.56,4.86,27.75,4.26,8.47,14.56,4.9,4.28,4.96
2018-05-11,6.56,11.48,4.82,26.95,4.28,8.38,14.32,4.87,4.29,4.96
2018-05-14,6.5,11.79,4.78,27.2,4.2,8.25,14.36,4.89,4.31,4.88
2018-05-15,6.47,11.75,4.8,27.24,4.18,8.31,14.3,4.89,4.31,4.92
2018-05-16,6.43,11.68,4.83,27.48,4.17,8.2,14.19,4.86,3.95,5.03
2018-05-17,6.44,12.04,4.77,27.19,4.15,8.13,14.12,4.83,4.07,5.01
2018-05-18,6.47,12.14,4.82,28.44,4.2,8.22,14.15,4.87,4.09,5.01
2018-05-21,6.45,12.45,4.85,28.49,4.29,8.34,14.29,4.9,4.11,5.04
2018-05-22,6.42,12.31,4.9,29.54,4.27,8.48,14.33,4.86,4.09,5.01
2018-05-23,6.38,11.99,4.84,28.45,4.21,8.28,14.08,4.81,4.11,4.93
2018-05-24,6.38,11.95,4.78,28.36,4.15,8.29,14.85,4.77,4.01,4.92
2018-05-25,6.32,11.64,4.82,27.95,4.08,8.14,14.4,4.73,4.15,4.89
2018-05-28,6.3,11.49,4.76,28.06,4.03,7.92,14.21,4.74,4.06,4.84
2018-05-29,6.17,11.53,4.78,27.0,3.99,7.85,14.18,4.69,4.02,4.89
2018-05-30,6.18,10.85,4.54,25.37,3.89,7.2,14.03,4.56,3.76,4.69
2018-05-31,6.1,11.05,4.56,25.72,3.87,7.32,14.04,4.58,4.06,4.74
2018-06-01,5.92,11.02,4.47,26.18,3.88,7.35,13.76,4.57,3.95,4.78
2018-06-04,5.96,11.0,4.46,26.11,3.87,7.4,13.52,4.61,3.96,4.79
2018-06-05,5.94,11.27,4.49,26.42,3.85,7.47,13.69,4.63,4.01,4.81
2018-06-06,5.9,8.53,4.46,27.44,3.85,7.33,14.0,4.63,4.02,4.79
2018-06-07,5.96,8.32,4.41,26.76,3.92,7.34,13.79,4.62,3.97,4.75
2018-06-08,5.87,8.03,4.32,26.49,3.85,7.2,13.82,4.51,3.84,4.7
2018-06-11,5.86,8.05,4.29,25.9,3.9,7.26,13.61,4.55,3.7,4.7
2018-06-12,5.85,8.18,4.31,26.34,3.89,7.14,13.63,4.57,3.69,4.74
2018-06-13,5.78,7.9,4.31,25.58,3.9,7.1,13.14,4.57,3.64,4.67
2018-06-14,5.76,8.0,4.32,25.1,4.06,7.17,12.83,4.55,3.65,4.61
2018-06-15,5.76,7.82,4.35,24.52,4.25,7.12,12.42,4.61,3.59,4.52
2018-06-19,5.57,7.05,4.43,22.07,3.96,6.41,11.18,4.31,3.45,4.07
2018-06-20,5.52,7.2,4.39,22.27,4.36,6.45,11.1,4.31,3.49,4.04
2018-06-21,5.48,7.04,4.29,20.64,4.42,6.42,11.02,4.3,3.45,3.91
2018-06-22,5.78,7.19,4.3,21.01,4.54,6.48,11.05,4.34,3.47,3.97
2018-06-25,5.64,7.21,4.28,21.13,4.38,6.33,10.9,4.29,3.44,3.93
2018-06-26,5.57,7.28,4.28,21.28,4.28,6.59,10.93,4.21,3.45,3.96
2018-06-27,5.49,7.16,4.3,21.17,4.13,6.54,10.73,4.14,3.45,3.91
2018-06-28,5.44,7.1,4.17,20.69,4.04,6.52,10.42,4.1,3.45,3.88
2018-06-29,5.76,7.32,4.22,21.27,4.11,6.68,10.77,4.18,3.5,3.97
2018-07-02,5.5,7.13,4.15,21.96,3.94,6.41,10.73,4.05,3.46,3.96
2018-07-03,5.53,7.27,4.18,21.88,3.92,6.64,10.9,4.08,3.46,4.0
2018-07-04,5.45,7.07,4.18,21.07,4.0,6.39,10.7,4.05,3.44,3.95
2018-07-05,5.33,6.8,4.19,19.73,3.84,6.06,10.0,3.94,3.43,3.8
2018-07-06,5.61,6.98,4.18,19.9,3.87,6.09,10.09,3.85,3.42,3.83
2018-07-09,5.42,7.14,4.21,20.67,3.96,6.27,10.47,3.96,3.42,3.96
2018-07-10,5.35,7.24,4.22,21.24,4.01,6.34,11.52,3.99,3.45,3.96
2018-07-11,5.34,7.42,4.11,20.48,3.9,6.2,12.06,3.89,3.36,3.87
2018-07-12,5.38,7.51,4.22,20.87,3.98,6.37,12.06,3.99,3.4,3.98
2018-07-13,5.35,7.5,4.18,20.89,3.99,6.4,11.79,4.1,3.38,4.08
2018-07-16,5.26,7.38,4.16,21.03,3.99,6.33,11.51,4.01,3.35,4.06
2018-07-17,5.22,7.42,4.15,20.7,3.94,6.25,11.59,4.03,3.35,4.1
2018-07-18,5.23,7.52,4.15,20.61,3.91,6.26,11.43,3.99,3.35,4.1
2018-07-19,5.22,7.63,4.12,20.09,3.95,6.47,11.46,3.97,3.28,4.05
2018-07-20,5.24,7.81,4.15,20.82,3.97,6.5,11.57,4.04,3.33,4.08
2018-07-23,5.23,7.92,4.19,20.89,4.08,6.95,12.5,4.11,3.34,4.04
2018-07-24,5.31,7.87,4.3,20.96,4.18,7.17,12.9,4.18,3.41,4.12
2018-07-25,5.29,7.94,4.27,20.98,4.32,7.03,12.77,4.21,3.4,4.1
2018-07-26,5.29,7.86,4.34,21.85,4.3,7.04,12.62,4.18,3.49,4.13
2018-07-27,5.25,7.94,4.27,21.04,4.37,6.9,13.05,4.22,3.53,4.1
2018-07-30,5.19,7.84,4.23,21.17,4.38,7.01,12.97,4.19,3.48,4.0
2018-07-31,5.23,7.91,4.24,21.21,4.39,6.96,12.69,4.21,3.58,4.05
2018-08-01,5.1,7.74,4.16,20.55,4.3,6.89,13.11,4.08,3.46,3.99
2018-08-02,5.01,7.84,4.05,19.64,4.28,6.84,14.42,3.98,3.41,3.85
2018-08-03,4.94,7.85,4.01,19.33,4.18,6.56,13.71,3.99,3.47,3.92
2018-08-06,4.94,7.32,3.98,18.17,4.19,6.63,13.99,3.97,3.37,3.8
2018-08-07,4.98,7.83,4.06,19.09,4.31,6.97,14.33,4.04,3.4,3.87
2018-08-08,4.89,7.72,4.06,19.83,4.31,7.01,14.38,4.01,3.34,3.85
2018-08-09,4.94,7.88,4.09,20.47,4.33,7.13,14.4,4.09,3.38,3.91
2018-08-10,4.94,7.99,4.09,20.48,4.29,7.07,14.27,4.15,3.36,3.91
2018-08-13,4.94,8.1,4.06,20.21,4.34,7.03,14.09,4.14,3.4,3.88
2018-08-14,4.93,7.95,4.05,20.54,4.26,7.06,14.1,4.13,3.4,3.92
2018-08-15,4.91,7.74,4.04,19.87,4.12,6.75,13.57,4.05,3.32,3.83
2018-08-16,4.84,7.67,3.97,19.27,4.02,6.88,12.8,4.04,3.33,3.82
2018-08-17,4.84,7.48,3.92,18.99,4.05,6.51,12.53,4.01,3.3,3.79
2018-08-20,4.85,7.48,3.92,19.08,4.14,6.57,12.54,3.99,3.24,3.79
2018-08-21,4.84,7.54,3.94,19.32,4.14,6.78,13.29,4.09,3.23,3.83
2018-08-22,4.77,7.39,3.89,19.16,4.18,6.6,13.04,4.07,3.17,3.83
2018-08-23,4.77,7.5,3.89,19.22,4.14,6.65,13.11,4.12,3.13,3.83
2018-08-24,4.77,7.52,3.88,19.09,4.2,6.6,13.68,4.2,3.16,3.83
2018-08-27,4.78,7.64,3.96,19.32,4.26,6.84,14.04,4.28,3.18,3.89
2018-08-28,4.77,7.66,3.94,19.25,4.27,6.89,13.96,4.27,3.17,3.9
2018-08-29,4.7,7.55,3.97,18.99,4.32,6.91,14.29,4.29,3.13,3.87
2018-08-30,4.7,7.54,3.9,18.77,4.22,6.84,13.88,4.25,3.19,3.83
2018-08-31,4.7,7.44,3.95,18.91,4.23,6.77,13.95,4.27,3.14,3.8
2018-09-03,4.83,7.43,3.9,18.59,4.28,6.67,14.07,4.24,3.14,3.76
2018-09-04,4.98,7.52,3.92,18.64,4.3,6.7,14.03,4.3,3.17,3.78
2018-09-05,4.94,7.35,3.88,18.19,4.19,6.43,13.31,4.27,3.18,3.75
2018-09-06,4.93,7.35,3.88,20.01,4.2,6.28,13.09,4.19,3.18,3.73
2018-09-07,4.91,7.43,3.89,22.01,4.24,6.34,13.43,4.26,3.19,3.74
2018-09-10,4.93,7.18,3.84,24.21,4.23,6.17,13.22,4.27,3.12,3.73
2018-09-11,5.11,7.18,3.84,23.36,4.09,6.11,12.9,4.24,3.12,3.74
2018-09-12,5.02,7.09,3.84,22.46,4.11,6.11,12.93,4.26,3.13,3.74
2018-09-13,5.06,7.18,3.86,24.71,4.15,6.22,13.0,4.27,3.13,3.76
2018-09-14,5.11,7.09,3.87,24.32,4.21,6.11,12.69,4.23,3.1,3.74
2018-09-17,5.16,7.0,3.76,24.97,4.09,5.96,12.25,4.21,3.1,3.74
2018-09-18,5.11,7.15,3.79,24.61,4.17,6.23,13.27,4.24,3.11,3.78
2018-09-19,5.27,7.2,3.82,24.97,4.17,6.22,13.17,4.38,3.09,3.81
2018-09-20,5.18,7.16,3.79,24.33,4.22,6.23,13.21,4.35,3.1,3.81
2018-09-21,5.19,7.3,3.87,23.71,4.3,6.33,13.27,4.42,3.12,3.85
2018-09-25,5.14,7.22,3.83,23.88,4.3,6.25,13.22,4.33,3.12,3.88
2018-09-26,5.06,7.26,3.83,24.4,4.28,6.31,13.24,4.31,3.1,3.88
2018-09-27,4.88,7.19,3.77,23.16,4.32,6.2,12.85,4.28,3.1,3.87
2018-09-28,4.78,7.33,3.79,23.25,4.35,6.29,13.51,4.27,3.1,3.9
2018-10-08,4.68,7.13,3.71,25.58,4.21,6.08,13.85,4.08,3.09,3.83
2018-10-09,4.59,7.19,3.69,25.65,4.25,6.1,13.72,4.06,3.08,3.87
2018-10-10,4.45,7.19,3.72,26.92,4.29,6.21,13.87,4.04,3.09,3.86
2018-10-11,4.11,6.47,3.35,27.0,4.0,5.64,13.69,3.69,2.97,3.56
2018-10-12,4.11,6.55,3.2,26.2,4.08,5.64,13.22,3.73,2.82,3.49
2018-10-15,3.95,6.63,3.11,26.13,4.01,5.48,12.61,3.67,2.9,3.38
2018-10-16,3.85,6.49,3.06,27.31,3.89,5.29,12.31,3.57,2.83,3.35
2018-10-17,3.85,6.5,3.09,26.53,3.93,5.46,12.51,3.68,2.76,3.38
2018-10-18,3.73,6.33,3.02,24.32,3.81,5.37,11.5,3.59,2.53,3.32
2018-10-19,3.71,6.48,3.08,24.32,3.87,5.54,11.68,3.7,2.55,3.43
2018-10-22,3.82,6.76,3.22,25.44,4.02,5.77,12.25,3.87,2.63,3.56
2018-10-23,3.73,6.65,3.17,24.8,3.95,5.64,12.01,3.83,2.58,3.5
2018-10-24,3.79,6.71,3.18,24.65,3.98,5.67,12.04,3.86,2.55,3.51
2018-10-25,3.76,6.67,3.18,23.55,4.03,5.63,11.83,3.98,2.51,3.49
2018-10-26,3.96,6.77,3.19,23.8,4.11,5.65,11.77,4.06,2.63,3.52
2018-10-29,3.86,6.78,3.17,23.53,4.13,5.53,11.59,4.01,2.57,3.52
2018-10-30,3.8,7.02,3.19,23.11,4.11,5.58,11.68,4.06,2.61,3.43
2018-10-31,3.81,7.05,3.23,23.99,4.1,5.71,11.97,4.03,2.7,3.46
2018-11-01,3.78,7.02,3.23,23.87,4.06,5.74,11.97,4.02,2.63,3.47
2018-11-02,3.85,7.21,3.32,24.27,4.1,5.9,12.25,4.08,2.67,3.54
2018-11-05,3.93,7.33,3.38,26.28,4.05,5.84,12.23,4.04,2.67,3.56
2018-11-06,4.11,7.25,3.38,25.53,4.06,5.8,12.61,4.09,2.61,3.55
2018-11-07,3.97,7.29,3.35,25.2,4.03,5.75,12.24,4.05,2.59,3.53
2018-11-08,3.97,7.19,3.31,24.45,3.99,5.69,12.02,4.03,2.59,3.51
2018-11-09,3.93,7.25,3.29,23.92,3.91,5.65,11.77,3.97,2.54,3.56
2018-11-12,4.02,7.36,3.4,24.25,3.95,5.78,11.96,4.09,2.63,3.64
2018-11-13,4.15,7.41,3.52,24.34,3.98,5.88,12.05,4.14,2.89,4.0
2018-11-14,4.22,7.37,3.5,24.16,4.03,5.83,12.03,4.14,2.83,3.94
2018-11-15,4.22,7.41,3.53,25.8,4.04,5.93,12.18,4.16,2.83,3.98
2018-11-16,4.27,7.38,3.53,25.16,4.04,5.92,12.2,4.27,2.81,3.97
2018-11-19,4.28,7.48,3.88,25.33,4.12,6.11,12.68,4.32,2.8,3.94
2018-11-20,4.11,7.17,3.73,24.51,4.04,5.86,12.16,4.14,2.74,3.88
2018-11-21,4.14,7.26,3.71,24.33,4.04,5.88,12.19,4.17,2.79,3.88
2018-11-22,4.14,7.24,3.63,24.56,3.99,5.88,12.07,4.16,2.74,3.93
2018-11-23,3.86,6.88,3.51,23.58,3.87,5.67,11.66,4.0,2.54,3.76
2018-11-26,3.76,6.87,3.57,23.36,3.85,5.64,11.73,3.93,2.51,3.72
2018-11-27,3.87,6.8,3.53,23.47,3.81,5.62,11.74,3.98,2.52,3.79
2018-11-28,4.02,6.93,3.54,23.55,3.8,5.71,11.89,4.02,2.55,3.83
2018-11-29,4.08,6.92,3.45,23.01,3.76,5.58,11.44,3.94,2.49,3.75
2018-11-30,4.0,6.99,3.45,22.94,3.77,5.61,11.47,3.96,2.51,3.78
2018-12-03,4.06,7.14,3.55,23.35,3.87,5.78,11.71,4.03,2.56,3.86
2018-12-04,4.04,7.24,3.65,24.72,3.91,5.84,11.79,4.06,2.57,3.87
2018-12-05,4.0,7.15,3.7,24.08,3.86,5.8,11.65,4.03,2.55,3.8
2018-12-06,3.95,7.01,3.59,24.04,3.78,5.71,11.58,3.96,2.51,3.74
2018-12-07,3.95,7.04,3.75,23.92,3.9,5.79,11.71,3.95,2.51,3.67
2018-12-10,3.88,6.96,3.64,24.17,3.83,5.72,11.53,3.89,2.49,3.57
2018-12-11,3.88,7.13,3.6,23.89,3.84,5.73,11.4,3.92,2.5,3.59
2018-12-12,3.88,7.09,3.61,23.7,3.83,5.72,11.49,3.97,2.5,3.63
2018-12-13,3.92,7.16,3.65,24.1,3.84,5.94,11.82,4.02,2.51,3.76
2018-12-14,3.81,7.08,3.65,23.73,3.78,5.79,11.49,3.96,2.49,3.85
2018-12-17,3.82,7.3,3.72,23.19,3.78,5.9,11.61,3.93,2.47,3.96
2018-12-18,3.86,7.12,3.59,23.08,3.8,5.75,11.42,3.89,2.47,3.99
2018-12-19,3.83,7.09,3.5,22.74,3.77,5.7,11.17,3.87,2.44,3.95
2018-12-20,3.77,7.04,3.5,22.81,3.74,5.66,11.17,3.87,2.44,3.92
2018-12-21,3.83,6.91,3.5,22.79,3.72,5.7,10.73,3.82,2.44,3.95
2018-12-24,3.83,6.91,3.52,23.25,3.77,5.71,10.62,3.85,2.44,4.0
2018-12-25,3.78,6.68,3.43,22.63,3.69,5.57,10.28,3.78,2.38,3.99
2018-12-26,3.78,6.63,3.46,22.39,3.75,5.51,9.25,3.75,2.38,4.0
2018-12-27,3.73,6.57,3.42,21.85,3.76,5.46,8.79,3.75,2.34,3.83
2018-12-28,3.65,6.63,3.43,21.1,3.73,5.47,8.84,3.76,2.35,3.95
2019-01-02,3.66,6.61,3.43,20.54,3.78,5.44,8.84,3.73,2.31,3.71
2019-01-03,3.63,6.52,3.37,20.67,3.81,5.46,8.67,3.74,2.23,3.76
2019-01-04,3.67,6.64,3.43,20.65,3.85,5.56,8.87,3.82,2.25,3.8
2019-01-07,3.7,6.71,3.49,20.7,3.88,5.63,8.95,3.86,2.29,3.83
2019-01-08,3.69,6.7,3.45,22.77,3.85,5.64,9.76,3.85,2.31,3.85
2019-01-09,3.71,6.71,3.44,22.41,3.86,5.62,9.73,3.86,2.32,3.82
2019-01-10,3.7,6.69,3.5,21.99,3.87,5.58,9.53,3.85,2.29,3.81
2019-01-11,3.74,6.73,3.51,21.59,3.89,5.7,9.56,3.86,2.39,3.8
2019-01-14,3.73,6.62,3.5,21.71,3.93,5.65,9.39,3.86,2.37,3.81
2019-01-15,3.79,6.7,3.55,21.87,3.94,5.75,9.47,3.89,2.38,3.81
2019-01-16,3.82,6.7,3.55,21.44,3.93,5.68,9.37,3.87,2.36,3.81
2019-01-17,3.77,6.64,3.48,21.14,3.94,5.6,9.19,3.87,2.38,3.77
2019-01-18,3.81,6.78,3.5,21.16,4.0,5.71,9.51,3.9,2.42,3.8
2019-01-21,3.81,6.88,3.51,21.19,4.0,5.79,9.44,3.88,2.4,3.83
2019-01-22,3.71,6.85,3.44,20.88,3.91,5.73,9.33,3.86,2.34,3.78
2019-01-23,3.73,7.08,3.42,20.94,3.95,5.69,9.31,3.86,2.36,3.74
2019-01-24,3.77,7.08,3.42,21.02,3.95,5.72,9.28,3.89,2.36,3.75
2019-01-25,3.68,7.18,3.44,20.85,3.94,5.73,9.28,3.89,2.32,3.73
2019-01-28,3.63,7.19,3.42,20.62,3.92,5.75,9.34,3.88,2.28,3.69
2019-01-29,3.58,7.14,3.37,20.0,3.9,5.65,9.25,3.86,2.13,3.62
2019-01-30,3.54,7.07,3.35,19.73,3.91,5.61,9.11,3.88,2.11,3.6
2019-01-31,3.46,7.11,3.32,18.58,3.82,5.59,8.8,3.91,2.08,3.62
2019-02-01,3.57,7.21,3.39,19.14,3.94,5.73,9.12,3.96,2.13,3.69
2019-02-11,3.61,7.41,3.44,19.8,3.98,5.86,9.47,4.0,2.18,3.75
2019-02-12,3.63,7.41,3.48,19.83,3.99,5.92,9.55,4.04,2.24,3.82
